config_id,htf_pivot_len,ltf_pivot_len,sl,sl_buffer_pips,tp_kind,tp_mode,tp_pips,trend_filter,max_sl_atr,n_trades,net_pips,win_rate,profit_factor,avg_pips,max_drawdown_pips,monthly_sharpe,months,tp_rate,long_share,tp_r_multiple,tp_atr_mult
13,2,1,swing_h4,0,fixed,fixed_pips,4000.0,none,5.0,240,2350.8999999953885,0.325,1.007593098545543,9.795416666647451,37676.60000000068,0.010072475233643729,45,0.325,0.475,,
14,2,1,swing_h4,0,fixed,fixed_pips,4000.0,none,7.0,253,14909.799999995263,0.41106719367588934,1.0370423831664706,58.93201581025796,42807.90000000056,0.045358270789305294,45,0.41106719367588934,0.5098814229249012,,
15,2,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,0.0,201,68296.19999999655,0.527363184079602,1.1913108124915148,339.78208955222163,52204.900000000904,0.15565973459733626,45,0.527363184079602,0.6169154228855721,,
16,2,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,5.0,175,43683.49999999664,0.3657142857142857,1.2057780949621666,249.6199999999808,21832.80000000039,0.15649974860085727,45,0.3657142857142857,0.5657142857142857,,
17,2,1,swing_h4,0,fixed,fixed_pips,4000.0,ema,7.0,220,38558.799999995965,0.4318181818181818,1.1120668283199466,175.26727272725438,33606.10000000092,0.11554623921040648,45,0.4318181818181818,0.5681818181818182,,
18,2,1,swing_h4,0,r,r_multiple,,none,0.0,261,77897.2499999964,0.632183908045977,1.1918287664654632,298.4568965517104,47104.00000000013,0.16867857697608007,45,0.632183908045977,0.5670498084291188,0.75,
19,2,1,swing_h4,0,r,r_multiple,,none,5.0,345,-8114.800000005382,0.5594202898550724,0.9730558208166089,-23.521159420305455,26353.62500000292,-0.03582825124141285,45,0.5594202898550724,0.5072463768115942,0.75,
20,2,1,swing_h4,0,r,r_multiple,,none,7.0,348,10928.049999994637,0.5775862068965517,1.0269009874399315,31.402442528720222,34204.325000000514,0.03346996866824982,45,0.5775862068965517,0.5373563218390804,0.75,
21,2,1,swing_h4,0,r,r_multiple,,ema,0.0,255,17410.224999996084,0.5803921568627451,1.0410443688372262,68.27539215684739,89860.82500000043,0.03544066455155722,45,0.5803921568627451,0.592156862745098,0.75,
22,2,1,swing_h4,0,r,r_multiple,,ema,5.0,229,18783.674999996536,0.5938864628820961,1.097601463839426,82.02478165937352,25320.05000000049,0.0857867455405255,45,0.5938864628820961,0.5633187772925764,0.75,
23,2,1,swing_h4,0,r,r_multiple,,ema,7.0,286,18526.649999995672,0.583916083916084,1.053156207661718,64.77849650348138,41974.4250000006,0.06096782338286301,45,0.583916083916084,0.5909090909090909,0.75,
24,2,1,swing_h4,0,r,r_multiple,,none,0.0,189,-70419.20000000314,0.4708994708994709,0.8424980161055488,-372.5883597883764,94332.60000000207,-0.11084571333311283,45,0.4708994708994709,0.5502645502645502,1.0,
25,2,1,swing_h4,0,r,r_multiple,,none,5.0,308,-9202.400000005035,0.4772727272727273,0.9705932635872265,-29.877922077938425,39692.90000000384,-0.03565093616863017,45,0.4772727272727273,0.5162337662337663,1.0,
26,2,1,swing_h4,0,r,r_multiple,,none,7.0,277,-9314.300000004656,0.49458483754512633,0.9764817841958725,-33.625631768969875,51403.60000000112,-0.02540604891494652,45,0.49458483754512633,0.5306859205776173,1.0,
27,2,1,swing_h4,0,r,r_multiple,,ema,0.0,175,-40315.90000000305,0.49142857142857144,0.9022774434517342,-230.37657142858885,109132.20000000128,-0.06994025242995167,45,0.49142857142857144,0.5942857142857143,1.0,
28,2,1,swing_h4,0,r,r_multiple,,ema,5.0,210,23575.799999996638,0.5285714285714286,1.1161538253095715,112.26571428569828,25025.300000000472,0.09767207458377894,45,0.5285714285714286,0.5666666666666667,1.0,
29,2,1,swing_h4,0,r,r_multiple,,ema,7.0,230,32734.999999996173,0.5304347826086957,1.102200168090931,142.3260869565051,40458.7000000012,0.10863782990919658,45,0.5304347826086957,0.5739130434782609,1.0,
30,2,1,swing_h4,0,r,r_multiple,,none,0.0,120,32913.29999999801,0.45,1.1011782347505408,274.27749999998343,83152.15000000026,0.056275088145378904,45,0.45,0.575,1.5,
31,2,1,swing_h4,0,r,r_multiple,,none,5.0,258,-57952.80000000452,0.35271317829457366,0.8292125798381449,-224.623255813971,72387.95000000286,-0.21255657895530633,45,0.35271317829457366,0.49224806201550386,1.5,
32,2,1,swing_h4,0,r,r_multiple,,none,7.0,193,118579.24999999674,0.44041450777202074,1.4186314780524072,614.4002590673406,32679.600000000166,0.25840175925764763,45,0.44041450777202074,0.47150259067357514,1.5,
33,2,1,swing_h4,0,r,r_multiple,,ema,0.0,125,21863.599999997692,0.44,1.0653291241930376,174.90879999998154,92987.1500000003,0.03877982249265913,45,0.44,0.568,1.5,
